CurLB_with,CurLB_without,CurUB_with
60000,60000
57750,57750
-1226,-3226
5485.66666666659,485.666666666584
19421.3333333333,16171.3333333333
29937.6666666666,29187.6666666666
38130.3333333333,37380.3333333333
51181.380952381,49931.380952381
55295.3333333334,54795.3333333334
60462.3650793651,59212.3650793651
63387.1666666667,62137.1666666667
66199.2712842712,66199.2712842712
68375.595959596,67125.595959596
73559.1425241425,73559.1425241425
75724.7487512488,74724.7487512488
77317.4101454101,77067.4101454101
79289.7377899878,78289.7377899878
80685.2070462217,80685.2070462217
80965.1977140506,79965.1977140506
81615.9743330285,81615.9743330285
82002.0217024977,81752.0217024977
83782.2047013874,83282.2047013874
83871.1616581733,82871.1616581733
84638.1895166125,84638.1895166125
85063.6564143556,84563.6564143556
85321.646963258,84321.646963258
85127.6159092586,84627.6159092586
84987.6160378062,84987.6160378062
84801.5379235575,84301.5379235575
85628.2007673784,85128.2007673784
86159.8093248799,85659.8093248799
85256.5188224305,84756.5188224305
85708.1060305536,85208.1060305536
85665.7919543065,84915.7919543065
85684.0228930121,85684.0228930121
85650.2553194015,84900.2553194015
85449.3635701933,84949.3635701933
86069.935584707,85569.935584707
85802.5698090963,85802.5698090963
86135.7741277922,85635.7741277922
86314.3756216941,85814.3756216941
86105.1398370189,85605.1398370189
85978.6823070259,85478.6823070259
86013.5405344435,85513.5405344435
86309.297191449,85559.297191449
85972.7742743122,85472.7742743122
85977.524800744,85477.524800744
86251.7705414186,85751.7705414186
86603.6535475739,86103.6535475739
86427.8589637935,86427.8589637935
86926.3281881265,86426.3281881265
86441.2061973407,85941.2061973407
86521.3744421791,86521.3744421791
86684.5604415652,85934.5604415652
86670.9788833624,86170.9788833624
86717.6860982407,86217.6860982407
86599.4213488359,86099.4213488359
86895.6848603103,86395.6848603103
86625.5971982057,86125.5971982057
86739.7823824363,86239.7823824363
86913.9423334649,86413.9423334649
