交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
46,491,G7467,578,601,杭州东,诸暨
46,492,G7467/1,617,730,诸暨,温州南
46,223,G7599/3,899,923,温州南,苍南
46,235,G7350,1056,1233,苍南,杭州东
47,488,G7463,1069,1093,杭州东,诸暨
47,489,G7463/1,1109,1217,诸暨,温州南
47,490,G7466,1233,1365,温州南,杭州东
48,477,G7419,988,1038,合肥南,铜陵北
48,478,G7419/1,1045,1057,铜陵北,南陵
48,479,G7419/2,1063,1112,南陵,黄山北
48,480,G7420,1146,1254,黄山北,合肥南
49,468,G7401,511,612,合肥南,黄山北
49,469,G7406,632,801,黄山北,蚌埠南
49,470,G7405,880,936,蚌埠南,合肥南
50,466,G7382/1,533,594,杭州东,上海虹桥
50,80,G7106,665,778,上海虹桥,南京
50,21,G7013,780,879,南京,上海
50,107,G7100,885,1011,上海,南京
50,57,G7121,1015,1137,南京,上海虹桥
50,465,G7381,1155,1206,上海虹桥,杭州东
51,459,G7341,360,503,杭州东,温州南
51,460,G7341/1,513,549,温州南,苍南
51,410,G7624,593,629,苍南,温州南
51,239,G7690,767,962,温州南,杭州东
52,456,G7333,389,596,上海虹桥,温州南
52,274,G7546,680,866,温州南,杭州东
52,275,G7546/1,871,932,杭州东,上海虹桥
53,453,G7331,380,577,上海虹桥,温州南
53,399,G7334,684,786,温州南,义乌
53,400,G7334/1,798,847,义乌,海宁西
53,401,G7334/2,854,908,海宁西,上海虹桥
54,448,G7379,667,779,杭州东,丽水
54,234,G7335/1,925,992,丽水,苍南
54,526,G7538,1004,1223,苍南,杭州东
55,446,G7543,427,665,上海虹桥,温州南
55,493,G7467/2,736,766,温州南,苍南
55,442,G7336,838,1072,苍南,上海虹桥
56,438,G7327,381,406,杭州东,诸暨
56,439,G7328,423,448,诸暨,杭州东
56,516,G7533,468,529,杭州东,宁波
56,305,G2342,548,620,宁波,杭州东
57,433,G7317,694,837,上海虹桥,宜兴
57,434,G7319,863,875,宜兴,长兴
57,435,G7319/1,881,1019,长兴,上海虹桥
57,77,G7118,1038,1159,上海虹桥,南京
57,78,G7125,1188,1311,南京,上海虹桥
58,428,G7198/2,904,955,南京南,无锡东
58,429,G7198/3,972,1009,无锡东,昆山南
58,430,G7198/4,1015,1032,昆山南,上海虹桥
58,287,G7388/1,1052,1151,上海虹桥,诸暨
58,423,G7316,1163,1187,诸暨,杭州东
58,304,G1326/3,1196,1256,杭州东,上海虹桥
58,336,G7128,1270,1336,上海虹桥,常州
58,236,G7350/2,1362,1408,常州,南京南
59,404,G7678/1,778,926,杭州东,合肥南
59,242,G7680,960,1149,合肥南,余姚北
59,518,G7534/1,1307,1347,余姚北,杭州东
60,395,G7649,940,1113,南京南,衢州
60,579,G9314,1182,1193,衢州,龙游
60,580,G9314/1,1199,1269,龙游,杭州东
60,159,G7612,1282,1363,杭州东,南京南
61,394,G7609,833,980,南京南,宁波
61,230,G7590,1002,1127,宁波,上海虹桥
61,96,G7122,1143,1269,上海虹桥,南京南
62,392,G7347,865,980,上海虹桥,金华南
62,487,G7464/1,992,1047,金华南,杭州东
62,578,G9313,1085,1160,杭州东,衢州
62,302,G1364/1,1207,1340,衢州,上海虹桥
63,387,G7643/2,548,572,杭州东,诸暨
63,388,G7643/3,583,653,诸暨,丽水
63,389,G7348,679,739,丽水,义乌
63,218,G7698/2,776,829,义乌,江山
63,454,G2328/1,926,1054,江山,温州南
63,457,G7340,1114,1258,温州南,杭州东
64,385,G7643,424,458,南京南,溧阳
64,386,G7643/1,465,533,溧阳,杭州东
64,461,G7364/1,569,636,杭州东,上海虹桥
64,280,G16,660,861,上海虹桥,济南西
64,315,G145/1,992,1140,济南西,南京南
65,383,G7686,410,573,杭州东,合肥
65,384,G7686/1,582,615,合肥,淮南东
65,228,G7669,630,825,淮南东,杭州东
66,381,G7345,780,923,杭州东,鳌江
66,382,G7345/1,930,942,鳌江,苍南
66,526,G7538,1004,1223,苍南,杭州东
67,366,G7175/1,553,648,南京南,上海虹桥
67,484,G7461,664,682,上海虹桥,金山北
67,485,G7461/1,692,884,金山北,温州南
67,273,G7636,993,1176,温州南,湖州
67,224,G7642/1,1183,1241,湖州,南京南
68,366,G7175/1,553,648,南京南,上海虹桥
68,416,G7515,840,955,上海虹桥,宁波
68,254,G7520,976,1133,宁波,昆山南
68,255,G7520/1,1135,1240,昆山南,南京南
69,363,G7162/1,572,607,合肥南,全椒
69,364,G7162/2,614,738,全椒,昆山南
69,365,G7162/3,746,764,昆山南,上海虹桥
69,130,G7305,810,876,上海虹桥,杭州
69,135,G7360,937,1041,杭州,上海
69,104,G7256/7,1053,1242,上海,合肥南
70,355,G7242/1,955,1009,合肥南,南京南
70,356,G7242/2,1023,1150,南京南,上海
70,116,G7260/1,1152,1337,上海,合肥南
71,350,G7412/1,577,616,合肥,六安
71,348,G7234,749,773,六安,合肥南
71,349,G7234/1,782,970,合肥南,上海
71,100,G7222/3,1012,1199,上海,合肥
72,349,G7234/1,782,970,合肥南,上海
72,106,G7064,975,1100,上海,南京南
72,556,D5609,1106,1220,南京南,安庆
72,557,D5666,1248,1347,安庆,合肥南
73,343,G7268/1,688,721,合肥,淮南东
73,193,G7571,740,919,淮南东,无锡
73,192,G7142/1,988,1038,无锡,上海虹桥
73,110,G7156/7,1106,1330,上海虹桥,合肥
74,329,G7202,559,610,上海,无锡
74,195,G7572/2,722,801,无锡,南京南
74,196,G7572/3,803,917,南京南,淮南东
74,344,G7267,935,1159,淮南东,上海
75,329,G7202,559,610,上海,无锡
75,330,G7201,630,687,无锡,上海
75,367,G7282,694,854,上海,芜湖
75,180,D9516,925,962,芜湖,南京南
75,369,G7284/1,988,1107,南京南,上海
75,331,G7204,1132,1152,上海,昆山南
