交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
39,29,G7034,414,559,上海,南京
39,30,G7047,609,727,南京,上海
40,94,G7120,1089,1209,上海,南京
40,71,G7069,1241,1360,南京,上海
41,116,G7043,491,618,南京,上海
41,19,G7010,660,759,上海,南京
42,118,G7238/5,840,1031,合肥,上海
42,194,G7196/7,1074,1225,上海,合肥
43,251,G7541,361,550,上海,台州
43,252,G7508,565,747,台州,上海
44,79,G7102,440,565,上海,南京
44,80,G7109,595,720,南京,上海
45,141,G7164/5,787,965,上海,合肥
45,142,G7166/3,1038,1225,合肥,上海
46,49,G7037,400,538,南京,上海
46,18,G7008,600,699,上海,南京
47,168,G7609,833,980,南京,宁波
47,112,G7584,1013,1281,宁波,南京
48,169,G7649,927,1105,南京,衢州
48,170,G7650,1128,1310,衢州,南京
49,89,G7115,810,932,南京,上海
49,11,G7022,1020,1121,上海,南京
50,126,G7140/1,904,1150,上海,安庆
50,315,G9248/5,1182,1404,安庆,上海
51,300,D5607,1010,1136,南京,安庆
51,301,D5610,1156,1270,安庆,南京
52,314,G9246/7,921,1163,上海,安庆
52,315,G9248/5,1182,1404,安庆,上海
53,118,G7238/5,840,1031,合肥,上海
53,237,G7196/7/2,1074,1225,上海,合肥
54,114,G7232/3,495,725,上海,六安
54,193,G7198/5,793,1032,六安,上海
55,223,G7507,496,728,南京,宁波
55,148,G7608,778,947,宁波,南京
56,344,D9526/7,1037,1186,南京,南通
56,345,D9528/5,1209,1357,南通,南京
57,310,G9232/3,385,597,上海,铜陵
57,311,G9234/1,615,800,铜陵,上海
58,65,G7101,371,500,南京,上海
58,66,G7104,534,650,上海,南京
59,1,G7001,420,520,南京,上海
59,38,G7038,545,668,上海,南京
60,85,G7117,882,1004,南京,上海
60,86,G7118,1038,1159,上海,南京
61,24,G7019,960,1060,南京,上海
61,70,G7058,1093,1220,上海,南京
62,240,G7427,1083,1193,合肥,安庆
62,295,D5666,1249,1348,安庆,合肥
63,227,G7558,426,492,杭州,上海
63,177,G7351,578,667,上海,杭州
64,280,D5536/7,1093,1241,南京,南通
64,281,D5548/5,1261,1408,南通,南京
65,190,G7501,410,687,上海,苍南
65,156,G7322,728,944,苍南,上海
66,124,G7072/3,348,611,上海,安庆
66,125,G7134/1,632,870,安庆,上海
67,143,G7258/5,461,657,合肥,上海
67,52,G7244/5,713,886,上海,合肥
68,52,G7244/5,713,886,上海,合肥
68,53,G7246/3,918,1111,合肥,上海
69,249,G7503,484,666,上海,台州
69,250,G7542,712,916,台州,上海
70,312,G9236/7,864,1080,上海,池州
70,313,G9238/5,1110,1345,池州,上海
71,204,G7325,510,753,上海,温州南
71,205,G7326,783,985,温州南,上海
72,10,G7020,960,1059,上海,南京
72,231,G7397/6,1094,1284,南京,上海
73,266,D5522/3,800,952,南京,南通
73,267,D5534/1,972,1121,南通,南京
74,37,G7035,391,515,南京,上海
74,3,G7006,540,639,上海,南京
75,157,G7345,780,942,杭州,苍南
75,262,G7538,1004,1223,苍南,杭州
76,207,G7543,427,665,上海,温州南
76,208,G7546,680,930,温州南,上海
77,136,G7218/9,929,1073,上海,芜湖
77,105,G7220/17,1158,1324,芜湖,上海
78,207,G7543,427,665,上海,温州南
78,171,G7334,690,908,温州南,上海
79,185,G7354,604,756,杭州,常州
79,186,G7353,771,914,常州,杭州
80,100,G7252/3,944,1077,上海,合肥
80,101,G7254/1,1103,1288,合肥,上海
81,268,D5512/3,555,698,南京,南通
81,269,D5524/1,714,862,南通,南京
82,32,G7059,905,1019,南京,上海
82,26,G7024,1080,1185,上海,南京
83,296,D5653,438,544,合肥,安庆
83,325,G9502,622,725,安庆,合肥
84,109,G7119,983,1105,南京,上海
84,27,G7026,1140,1240,上海,南京
85,221,G7566/3,826,1086,合肥,杭州
85,150,G7652/3,1121,1271,杭州,合肥
86,63,G7121,1015,1137,南京,上海
86,78,G7062,1172,1293,上海,南京
87,155,G7656/7,934,1108,杭州,合肥
87,151,G7658/5,1128,1302,合肥,杭州
88,324,G9501,490,599,合肥,安庆
88,305,D5656,676,781,安庆,合肥
89,257,G7519,952,1075,上海,宁波
89,258,G7524,1094,1217,宁波,上海
90,96,G7148/9,815,982,上海,芜湖
90,97,G7288/5,1017,1207,芜湖,上海
91,334,D9513,745,782,南京,芜湖
91,335,D9514,805,848,芜湖,南京
91,75,G7057,867,988,南京,上海
91,33,G7056,1046,1165,上海,南京
92,332,D9511,620,663,南京,芜湖
92,333,D9512,683,726,芜湖,南京
92,278,D5516/7,773,912,南京,南通
92,279,D5528/5,936,1073,南通,南京
93,330,D9509,495,541,南京,芜湖
93,331,D9510,562,599,芜湖,南京
93,5,G7009,660,759,南京,上海
93,68,G7112,793,916,上海,南京
94,326,G9503,747,851,合肥,安庆
94,327,G9504,871,973,安庆,合肥
94,328,G9505,1005,1118,合肥,安庆
94,329,G9506,1138,1233,安庆,合肥
95,306,D5659,803,908,合肥,安庆
95,307,D5660,936,1041,安庆,合肥
95,286,D5662,1082,1187,合肥,安庆
95,287,D5665,1225,1331,安庆,合肥
96,302,DJ8697,300,390,南京,安庆
96,303,D5652,411,522,安庆,合肥
96,304,D5655,542,647,合肥,安庆
96,292,D5604,688,808,安庆,南京
97,296,D5653,438,544,合肥,安庆
97,297,D5602,577,697,安庆,南京
97,298,D5603,715,841,南京,安庆
97,327,G9504,871,973,安庆,合肥
98,289,D5641,420,463,南京,芜湖
98,83,G7150/47,498,664,芜湖,上海
98,84,G7108,700,824,上海,南京
99,288,DJ8698,312,402,合肥,南京
99,59,G7039,434,554,南京,上海
99,117,G7236/7,640,819,上海,合肥
100,282,D5651,411,517,合肥,安庆
100,283,D5654,537,648,安庆,合肥
100,284,D5657,680,785,合肥,安庆
100,285,D5658,811,916,安庆,合肥
101,272,D5562/3,331,380,南京,扬州
101,273,D5564/1,405,457,扬州,南京
101,274,D5506/7,480,635,南京,南通
101,275,D5518/5,655,807,南通,南京
102,242,G7461,664,884,上海,温州南
102,243,G7464,904,1047,温州南,杭州
102,210,G7312,1080,1140,杭州,上海
103,234,G7417/2,785,893,合肥,黄山北
103,235,G7418/2,933,1034,黄山北,合肥
103,286,D5662,1082,1187,合肥,安庆
103,241,G7428,1219,1315,安庆,合肥
104,232,G7413,470,571,合肥,黄山北
104,233,G7414,593,701,黄山北,合肥
104,326,G9503,747,851,合肥,安庆
104,327,G9504,871,973,安庆,合肥
105,228,G7393/2,454,661,南京,上海
105,146,G7282/3,693,854,上海,芜湖
105,337,D9516,925,962,芜湖,南京
106,223,G7507,496,728,南京,宁波
106,224,G7512,748,872,宁波,上海
106,133,G7100,885,1011,上海,南京
107,222,DJ7698,306,374,上海,南京
107,289,D5641,420,463,南京,芜湖
107,290,D5642,482,525,芜湖,南京
107,95,G7107,550,678,南京,上海
108,218,DJ7725,287,333,上海,杭州
108,261,G7556,408,483,杭州,上海
108,42,G7206,505,546,上海,苏州
108,43,G7205,564,603,苏州,上海
109,218,DJ7725,287,333,上海,杭州
109,184,G7358,370,456,杭州,上海
109,259,G7549,490,622,上海,宁波
109,174,G7510,684,807,宁波,上海
110,218,DJ7725,287,333,上海,杭州
110,202,G7327,381,406,杭州,诸暨
110,203,G7328,423,448,诸暨,杭州
110,196,G7302,478,543,杭州,上海
110,50,G7202,557,610,上海,无锡
110,51,G7201,630,691,无锡,上海
111,218,DJ7725,287,333,上海,杭州
111,219,G7361,350,444,杭州,江山
111,220,G7364,459,636,江山,上海
112,213,G7379,667,779,杭州,丽水
112,214,G7380,799,916,丽水,杭州
112,187,G7360,937,1041,杭州,上海
112,188,G7359,1074,1171,上海,杭州
113,198,G7317/20,694,837,上海,宜兴
113,199,G7319/8,863,1019,宜兴,上海
113,76,G7208,1041,1075,上海,苏州
113,77,G7207,1106,1147,苏州,上海
114,197,G7180,615,698,上海,南京
114,61,G7051,729,853,南京,上海
114,62,G7050,870,990,上海,南京
114,25,G7021,1020,1121,南京,上海
115,195,G7301,395,460,上海,杭州
115,196,G7302,478,543,杭州,上海
115,60,G7040,594,712,上海,南京
115,135,G7229,779,902,南京,上海
116,191,G7417,785,893,合肥,黄山北
116,192,G7418,933,1034,黄山北,合肥
116,308,D5663,1064,1175,合肥,安庆
116,309,D5664,1195,1300,安庆,合肥
117,180,G7308,892,951,杭州,上海
117,181,G7365,967,1105,上海,江山
117,182,G7366,1126,1270,江山,上海
117,183,G7315,1290,1348,上海,杭州
118,179,G7305,810,876,上海,杭州
118,215,G7567,937,1093,杭州,温州南
118,216,G7340,1114,1324,温州南,上海
119,178,G7304,690,759,杭州,上海
119,179,G7305,810,876,上海,杭州
119,180,G7308,892,951,杭州,上海
119,123,G7064,975,1100,上海,南京
119,158,G7603,1130,1218,南京,杭州
120,173,G7505,433,650,南京,宁波
120,174,G7510,684,807,宁波,上海
120,22,G7016,840,941,上海,南京
121,168,G7609,833,980,南京,宁波
121,226,G7522,1035,1166,宁波,上海
121,111,G7066,1208,1329,上海,南京
122,167,G7604,730,811,杭州,南京
122,293,D5605,828,954,南京,安庆
122,294,D5608,974,1094,安庆,南京
122,158,G7603,1130,1218,南京,杭州
123,166,DJ7699,310,378,南京,上海
123,15,G7002,420,525,上海,南京
123,291,D5601,545,665,南京,安庆
123,292,D5604,688,808,安庆,南京
124,152,G7369,389,472,杭州,丽水
124,153,G7632/3,488,737,丽水,合肥
124,154,G7634/1,759,911,合肥,杭州
125,149,G7613,982,1075,南京,杭州
125,201,G7314,1142,1203,杭州,上海
125,36,G7068,1219,1341,上海,南京
126,113,G7031,354,474,南京,上海
126,106,G7036,490,614,上海,南京
126,107,G7111,629,748,南京,上海
126,7,G7014,780,879,上海,南京
127,110,G7029,336,450,南京,上海
127,2,G7004,480,579,上海,南京
127,4,G7007,600,700,南京,上海
127,31,G7048,745,874,上海,南京
128,103,G7127,800,936,南京,上海
128,104,G7152/3,952,1124,上海,芜湖
128,341,D9520,1200,1237,芜湖,南京
129,99,G7053,790,915,南京,上海
129,46,G7054,980,1100,上海,南京
129,340,D9519,1135,1178,南京,芜湖
129,341,D9520,1200,1237,芜湖,南京
130,96,G7148/9,815,982,上海,芜湖
130,339,D9518,1060,1103,芜湖,南京
130,13,G7025,1140,1239,南京,上海
131,88,G7106,665,778,上海,南京
131,336,D9515,868,905,南京,芜湖
131,147,G7284/1,938,1083,芜湖,上海
132,81,G7110,766,895,上海,南京
132,69,G7061,947,1070,南京,上海
132,54,G7204,1132,1188,上海,无锡
132,55,G7203,1212,1273,无锡,上海
133,67,G7113,665,771,南京,上海
133,108,G7114,847,967,上海,南京
133,338,D9517,995,1038,南京,芜湖
133,137,D5644,1095,1132,芜湖,南京
134,39,G7049,700,823,南京,上海
134,161,G7347,870,980,上海,金华南
134,162,G7644,1013,1161,金华南,南京
135,34,DJ7716,305,408,上海,南京
135,159,G7643,424,653,南京,丽水
135,160,G7348,679,844,丽水,上海
136,21,G7013,780,879,南京,上海
136,225,G7517,896,1011,上海,宁波
136,260,G7550,1060,1170,宁波,上海
136,14,G7028,1200,1299,上海,南京
137,20,G7011,720,819,南京,上海
137,175,G7515,840,955,上海,宁波
137,176,G7520,976,1240,宁波,南京
138,17,G7005,540,639,南京,上海
138,255,G7509,658,773,上海,宁波
138,256,G7514,794,920,宁波,上海
138,56,G7052,939,1064,上海,南京
139,16,G7003,480,579,南京,上海
139,98,G7042,605,726,上海,南京
139,21,G7013,780,879,南京,上海
139,23,G7018,900,1005,上海,南京
140,9,G7017,900,1000,南京,上海
140,200,G7311,1047,1119,上海,杭州
140,189,G7352,1200,1291,杭州,上海
140,102,G7096,1310,1410,上海,南京
141,8,G7015,840,940,南京,上海
141,209,G7309,982,1063,上海,杭州
141,318,G9313,1085,1160,杭州,衢州
141,319,G9314,1182,1269,衢州,杭州
141,263,G7612,1282,1363,杭州,南京
142,6,G7012,720,819,上海,南京
142,45,G7055,834,951,南京,上海
142,90,G7116,974,1095,上海,南京
142,134,G7099,1125,1257,南京,上海
