CurLB_with,CurLB_without,CurUB_with
240000,240000
7770,7770
136262,136262
267716,267716
334649,334649
347677,347677
343898,343898
345546.285714286,345546.285714286
353308.571428571,353308.571428571
358499.809523809,358499.809523809
360995.666666667,360995.666666667
362614.151515151,362614.151515151
363510.333333333,363510.333333333
362240.030969031,362240.030969031
362154.342990343,362154.342990343
364899.552780553,364899.552780553
366936.982683983,366936.982683983
368722.74531351,368722.74531351
369775.201181172,369775.201181172
369583.414352417,369583.414352417
370238.396595664,370238.396595664
369789.980057094,369789.980057094
371142.631870194,371142.631870194
372518.962364373,372518.962364373
371733.312701343,371733.312701343
371728.759899453,371728.759899453
373301.47319883,373301.47319883
373567.978895478,373567.978895478
374167.127120288,374167.127120288
374666.727864885,374666.727864885
374729.183100735,374729.183100735
374128.795995987,374128.795995987
374855.48623312,374855.48623312
374749.520955825,374749.520955825
375421.692470107,375421.692470107
375431.954146643,375431.954146643
375364.020992992,375364.020992992
375513.867923851,375513.867923851
375491.441088285,375491.441088285
375305.274648814,375305.274648814
375812.181586002,375812.181586002
375743.740900584,375743.740900584
376401.770120865,376401.770120865
376568.720071555,376568.720071555
376520.45616439,376520.45616439
376034.533942701,376034.533942701
375957.366025085,375957.366025085
375599.972106387,375599.972106387
376173.322460524,376173.322460524
376111.643228005,376111.643228005
376729.434938283,376729.434938283
376510.145887727,376510.145887727
376682.219921426,376682.219921426
376989.834448706,376989.834448706
376574.45399481,376574.45399481
376605.753719399,376605.753719399
377354.093626667,377354.093626667
377230.805908074,377230.805908074
377117.386067306,377117.386067306
377127.484195712,377127.484195712
377425.924241626,377425.924241626
