交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
89,143,G7258/5,461,657,合肥,上海
89,144,G7264/5,677,852,上海,合肥
90,63,G7121,1015,1137,南京,上海
90,78,G7062,1172,1293,上海,南京
91,1,G7001,420,520,南京,上海
91,66,G7104,534,650,上海,南京
91,67,G7113,665,771,南京,上海
91,68,G7112,793,916,上海,南京
92,4,G7007,600,700,南京,上海
92,74,G7046,740,852,上海,南京
92,336,D9515,868,905,南京,芜湖
92,337,D9516,925,962,芜湖,南京
92,338,D9517,995,1038,南京,芜湖
92,137,D5644,1095,1132,芜湖,南京
93,5,G7009,660,759,南京,上海
93,7,G7014,780,879,上海,南京
93,9,G7017,900,1000,南京,上海
93,33,G7056,1046,1165,上海,南京
94,16,G7003,480,579,南京,上海
94,18,G7008,600,699,上海,南京
94,61,G7051,729,853,南京,上海
94,62,G7050,870,990,上海,南京
95,17,G7005,540,639,南京,上海
95,19,G7010,660,759,上海,南京
95,278,D5516/7,773,912,南京,南通
95,279,D5528/5,936,1073,南通,南京
96,20,G7011,720,819,南京,上海
96,161,G7347,870,980,上海,金华南
96,162,G7644,1013,1161,金华南,南京
97,21,G7013,780,879,南京,上海
97,225,G7517,896,1011,上海,宁波
97,260,G7550,1060,1170,宁波,上海
97,14,G7028,1200,1299,上海,南京
98,22,G7016,840,941,上海,南京
98,82,G7063,975,1100,南京,上海
98,54,G7204,1132,1188,上海,无锡
98,55,G7203,1212,1273,无锡,上海
99,29,G7034,414,559,上海,南京
99,332,D9511,620,663,南京,芜湖
99,333,D9512,683,726,芜湖,南京
99,135,G7229,779,902,南京,上海
100,30,G7047,609,727,南京,上海
100,96,G7148/9,815,982,上海,芜湖
100,339,D9518,1060,1103,芜湖,南京
101,34,DJ7716,305,408,上海,南京
101,159,G7643,424,653,南京,丽水
101,160,G7348,679,844,丽水,上海
102,39,G7049,700,823,南京,上海
102,175,G7515,840,955,上海,宁波
102,176,G7520,976,1240,宁波,南京
103,45,G7055,834,951,南京,上海
103,209,G7309,982,1063,上海,杭州
103,318,G9313,1085,1160,杭州,衢州
103,319,G9314,1182,1269,衢州,杭州
103,263,G7612,1282,1363,杭州,南京
104,72,G7032,353,474,上海,南京
104,330,D9509,495,541,南京,芜湖
104,331,D9510,562,599,芜湖,南京
104,107,G7111,629,748,南京,上海
105,85,G7117,882,1004,南京,上海
105,11,G7022,1020,1121,上海,南京
105,13,G7025,1140,1239,南京,上海
105,48,G7098,1265,1378,上海,南京
106,89,G7115,810,932,南京,上海
106,104,G7152/3,952,1124,上海,芜湖
106,341,D9520,1200,1237,芜湖,南京
107,95,G7107,550,678,南京,上海
107,6,G7012,720,819,上海,南京
107,8,G7015,840,940,南京,上海
107,10,G7020,960,1059,上海,南京
108,116,G7043,491,618,南京,上海
108,44,G7044,646,764,上海,南京
108,21,G7013,780,879,南京,上海
108,23,G7018,900,1005,上海,南京
109,149,G7613,982,1075,南京,杭州
109,201,G7314,1142,1203,杭州,上海
109,36,G7068,1219,1341,上海,南京
110,152,G7369,389,472,杭州,丽水
110,153,G7632/3,488,737,丽水,合肥
110,154,G7634/1,759,911,合肥,杭州
111,166,DJ7699,310,378,南京,上海
111,15,G7002,420,525,上海,南京
111,291,D5601,545,665,南京,安庆
111,292,D5604,688,808,安庆,南京
112,167,G7604,730,811,杭州,南京
112,293,D5605,828,954,南京,安庆
112,294,D5608,974,1094,安庆,南京
112,158,G7603,1130,1218,南京,杭州
113,168,G7609,833,980,南京,宁波
113,226,G7522,1035,1166,宁波,上海
113,206,G7126,1230,1353,上海,南京
114,173,G7505,433,650,南京,宁波
114,174,G7510,684,807,宁波,上海
114,108,G7114,847,967,上海,南京
115,178,G7304,690,759,杭州,上海
115,179,G7305,810,876,上海,杭州
115,180,G7308,892,951,杭州,上海
115,46,G7054,980,1100,上海,南京
115,158,G7603,1130,1218,南京,杭州
116,179,G7305,810,876,上海,杭州
116,215,G7567,937,1093,杭州,温州南
116,216,G7340,1114,1324,温州南,上海
117,180,G7308,892,951,杭州,上海
117,181,G7365,967,1105,上海,江山
117,182,G7366,1126,1270,江山,上海
117,183,G7315,1290,1348,上海,杭州
118,191,G7417,785,893,合肥,黄山北
118,235,G7418/2,933,1034,黄山北,合肥
118,308,D5663,1064,1175,合肥,安庆
118,309,D5664,1195,1300,安庆,合肥
119,195,G7301,395,460,上海,杭州
119,196,G7302,478,543,杭州,上海
119,98,G7042,605,726,上海,南京
119,99,G7053,790,915,南京,上海
120,198,G7317/20,694,837,上海,宜兴
120,199,G7319/8,863,1019,宜兴,上海
120,76,G7208,1041,1075,上海,苏州
120,77,G7207,1106,1147,苏州,上海
121,213,G7379,667,779,杭州,丽水
121,214,G7380,799,916,丽水,杭州
121,187,G7360,937,1041,杭州,上海
121,188,G7359,1074,1171,上海,杭州
122,218,DJ7725,287,333,上海,杭州
122,184,G7358,370,456,杭州,上海
122,259,G7549,490,622,上海,宁波
122,174,G7510,684,807,宁波,上海
123,218,DJ7725,287,333,上海,杭州
123,219,G7361,350,444,杭州,江山
123,220,G7364,459,636,江山,上海
124,218,DJ7725,287,333,上海,杭州
124,261,G7556,408,483,杭州,上海
124,42,G7206,505,546,上海,苏州
124,43,G7205,564,603,苏州,上海
125,218,DJ7725,287,333,上海,杭州
125,202,G7327,381,406,杭州,诸暨
125,203,G7328,423,448,诸暨,杭州
125,196,G7302,478,543,杭州,上海
126,222,DJ7698,306,374,上海,南京
126,49,G7037,400,538,南京,上海
126,50,G7202,557,610,上海,无锡
126,51,G7201,630,691,无锡,上海
127,223,G7507,496,728,南京,宁波
127,224,G7512,748,872,宁波,上海
127,133,G7100,885,1011,上海,南京
128,232,G7413,470,571,合肥,黄山北
128,233,G7414,593,701,黄山北,合肥
128,326,G9503,747,851,合肥,安庆
128,327,G9504,871,973,安庆,合肥
129,234,G7417/2,785,893,合肥,黄山北
129,192,G7418,933,1034,黄山北,合肥
129,240,G7427,1083,1193,合肥,安庆
129,241,G7428,1219,1315,安庆,合肥
130,242,G7461,664,884,上海,温州南
130,243,G7464,904,1047,温州南,杭州
130,210,G7312,1080,1140,杭州,上海
131,266,D5522/3,800,952,南京,南通
131,267,D5534/1,972,1121,南通,南京
131,340,D9519,1135,1178,南京,芜湖
131,341,D9520,1200,1237,芜湖,南京
132,272,D5562/3,331,380,南京,扬州
132,273,D5564/1,405,457,扬州,南京
132,274,D5506/7,480,635,南京,南通
132,275,D5518/5,655,807,南通,南京
133,282,D5651,411,517,合肥,安庆
133,283,D5654,537,648,安庆,合肥
133,284,D5657,680,785,合肥,安庆
133,285,D5658,811,916,安庆,合肥
134,288,DJ8698,312,402,合肥,南京
134,289,D5641,420,463,南京,芜湖
134,83,G7150/47,498,664,芜湖,上海
134,144,G7264/5,677,852,上海,合肥
135,289,D5641,420,463,南京,芜湖
135,290,D5642,482,525,芜湖,南京
135,268,D5512/3,555,698,南京,南通
135,269,D5524/1,714,862,南通,南京
136,296,D5653,438,544,合肥,安庆
136,297,D5602,577,697,安庆,南京
136,298,D5603,715,841,南京,安庆
136,327,G9504,871,973,安庆,合肥
137,298,D5603,715,841,南京,安庆
137,299,D5606,860,992,安庆,南京
137,25,G7021,1020,1121,南京,上海
137,27,G7026,1140,1240,上海,南京
138,302,DJ8697,300,390,南京,安庆
138,303,D5652,411,522,安庆,合肥
138,304,D5655,542,647,合肥,安庆
138,292,D5604,688,808,安庆,南京
139,306,D5659,803,908,合肥,安庆
139,307,D5660,936,1041,安庆,合肥
139,286,D5662,1082,1187,合肥,安庆
139,287,D5665,1225,1331,安庆,合肥
140,326,G9503,747,851,合肥,安庆
140,327,G9504,871,973,安庆,合肥
140,328,G9505,1005,1118,合肥,安庆
140,329,G9506,1138,1233,安庆,合肥
141,334,D9513,745,782,南京,芜湖
141,335,D9514,805,848,芜湖,南京
141,75,G7057,867,988,南京,上海
141,86,G7118,1038,1159,上海,南京
