CurLB_with,CurLB_without,CurUB_with
240000,240000
82010,76410
189933,178733
298331.333333333,295531.333333333
336175.333333333,336175.333333333
344658,340458
347114.333333333,344314.333333333
346989.666666667,339989.666666667
352671.642857143,345671.642857143
356744.944444444,344144.944444444
357612.603174603,350612.603174603
362554.272727273,352754.272727273
364100.311688312,357100.311688312
364530.268453768,353330.268453768
364808.257908758,352208.257908758
366517.82034632,355317.82034632
366180.096292596,356380.096292596
367265.27562307,358865.27562307
369573.827941666,356973.827941666
369771.085312091,357171.085312091
369926.552993446,358726.552993446
370802.139313902,356802.139313902
371320.689342391,358720.689342391
371489.302538169,360289.302538169
371437.566284686,357437.566284686
372270.514137136,358270.514137136
372203.056842916,361003.056842916
372455.021501104,362655.021501104
372058.433160122,353858.433160122
372839.647842262,364439.647842262
373106.003764804,356306.003764804
373362.03196722,360762.03196722
374269.455217621,360269.455217621
374119.470478171,362919.470478171
374371.904923321,357571.904923321
374646.924881011,362046.924881011
374678.612040904,360678.612040904
374716.701257095,359316.701257095
374937.714208128,363737.714208128
374779.614555561,359379.614555561
375126.938193251,362526.938193251
375706.991560879,363106.991560879
375233.521298314,359833.521298314
375163.453332453,359763.453332453
374955.993164732,363755.993164732
375209.1420029,359809.1420029
375386.218659095,362786.218659095
375852.694954004,361852.694954004
375829.720147,361829.720147
376106.398468087,362106.398468087
376015.754765192,357815.754765192
376264.766131566,365064.766131566
376192.280118553,355192.280118553
376077.891908638,363477.891908638
376333.487151201,360933.487151201
376412.026890366,358212.026890366
376063.802980438,362063.802980438
376174.987458678,360774.987458678
376335.346739994,356735.346739994
376187.048817088,360787.048817088
376573.798355433,356973.798355433
