CurLB_with,CurLB_without,CurUB_with
60000,60000
57742,57742
-4612,-6612
11062.3333333333,9562.33333333328
16249.9999999999,14499.9999999999
28819.3333333333,28819.3333333333
40443.3333333334,39693.3333333334
45214.8571428572,44964.8571428572
52348.3095238095,51098.3095238095
58568.1587301587,58568.1587301587
61665.6746031746,61665.6746031746
67894.3225108225,67644.3225108225
68933.075036075,68933.075036075
73179.3407148407,73179.3407148407
75536.9470529471,75036.9470529471
77138.0659340659,77138.0659340659
79284.497002997,79284.497002997
81489.7505713241,81239.7505713241
82696.1117134499,82696.1117134499
82016.5252407551,81766.5252407551
81909.9832544477,81909.9832544477
82788.8320749598,82788.8320749598
82700.4863548045,82700.4863548045
83182.7532125,83182.7532125
83342.8742279691,83342.8742279691
83075.4471633383,83075.4471633383
83161.9334424829,82911.9334424829
83756.8120125376,83756.8120125376
84324.7223282418,84324.7223282418
84346.5073964768,84346.5073964768
84304.8137290696,84304.8137290696
84589.8833656184,84589.8833656184
84487.5214734975,84487.5214734975
85127.1704783564,85127.1704783564
85289.4786706483,85289.4786706483
84797.639640627,84797.639640627
84677.5630223174,84677.5630223174
85290.6311831927,85290.6311831927
85634.0035377968,85634.0035377968
85842.9249911454,85842.9249911454
85746.4061233289,85746.4061233289
85205.1484302301,85205.1484302301
85643.5486833232,85643.5486833232
85682.2199752696,85682.2199752696
86014.4958360984,86014.4958360984
86252.1726513485,86252.1726513485
86342.3552260145,86342.3552260145
86280.8317766155,86280.8317766155
86079.371859721,86079.371859721
85773.9711964696,85773.9711964696
86134.973304569,86134.973304569
85949.692190911,85949.692190911
85653.6861107882,85653.6861107882
86211.0562731481,86211.0562731481
86398.3735163875,86398.3735163875
86546.1687790153,86546.1687790153
86587.4825393821,86587.4825393821
86291.8617412128,86291.8617412128
86382.185396024,86382.185396024
86436.9195075972,86436.9195075972
86520.1794255021,86520.1794255021
